,district_Name,property_size,property_price
9415,فيلا للبيع في شارع رقم 417 ، حي المونسية ، الرياض ، الرياض,350 م²,"1,950,000 ريال"
9417,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
9419,فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
9421,فيلا للبيع في شارع الفرسان ، حي طويق ، الرياض ، الرياض,200 م²,"980,000 ريال"
9423,فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
9425,فيلا للبيع في شارع محمد بن عجلان ، حي الرمال ، الرياض ، الرياض,300 م²,"1,500,000 ريال"
9427,فيلا للبيع في حي الرمال ، الرياض ، الرياض,360 م²,"1,650,000 ريال"
9429,فيلا للبيع في شارع الجيرة ، حي الحمراء ، الرياض ، الرياض,1156 م²,"7,000,000 ريال"
9431,فيلا للبيع في الرياض ، حي الجنادرية ، الرياض,360 م²,"1,400,000 ريال"
9433,فيلا للبيع في شارع ابي الكرم الحمامي ، حي البديعة ، الرياض ، الرياض,626 م²,"1,000,000 ريال"
9435,فيلا للبيع في حي المونسية ، الرياض ، الرياض,590 م²,"3,300,000 ريال"
9437,فيلا للبيع في شارع عبدالجواد المنوفي ، حي طويق ، الرياض ، الرياض,318 م²,"1,150,000 ريال"
9439,فيلا للبيع في شارع الجميل ، حي الدار البيضاء ، الرياض ، الرياض,230 م²,"900,000 ريال"
9441,فيلا للبيع في شارع القاسم بن عبدالواحد ، حي طويق ، الرياض ، الرياض,360 م²,"1,500,000 ريال"
9443,فيلا للبيع في شارع نجم الدين الأيوبي ، حي طويق ، الرياض ، الرياض,270 م²,"1,140,000 ريال"
9445,فيلا للبيع في شارع الوليد بن خالد ، حي طويق ، الرياض ، الرياض,360 م²,"950,000 ريال"
9447,فيلا للبيع في شارع سليمان الدخيل ، حي العزيزية ، الرياض ، الرياض,200 م²,"950,000 ريال"
9449,فيلا للبيع في الرياض ، حي النرجس ، الرياض,1200 م²,"5,600,000 ريال"
9451,فيلا للبيع في شارع خلف بن هدهد ، حي طويق ، الرياض ، الرياض,200 م²,"1,070,000 ريال"
9453,فيلا للبيع في حي بدر ، الرياض ، الرياض,275 م²,"900,000 ريال"
9455,فيلا للبيع في حي المهدية ، الرياض ، الرياض,200 م²,"1,500,000 ريال"
9457,فيلا للبيع في حي عكاظ ، الرياض ، الرياض,300 م²,"1,050,000 ريال"
9459,فيلا للبيع في حي الياسمين ، الرياض ، الرياض,375 م²,"4,000,000 ريال"
9461,"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
9463,فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
9465,فيلا للبيع في حي الدريهمية ، الرياض ، الرياض,220 م²,"1,050,000 ريال"
9467,فيلا للبيع في شارع عبدالله بن أبي حبيب ، حي طويق ، الرياض ، الرياض,300 م²,"1,150,000 ريال"
9469,فيلا للبيع في شارع الشفا ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,250,000 ريال"
9471,فيلا للبيع في حي ، شارع عمارة بن صفوان ، حي السويدي الغربي ، الرياض ، الرياض,262 م²,"2,250,000 ريال"
9473,فيلا للبيع في شارع محمد حسين زيدان ، حي طويق ، الرياض ، الرياض,350 م²,"1,130,000 ريال"
9475,فيلا للبيع في شارع محمد بن العماد ، حي القيروان ، الرياض ، الرياض,375 م²,"3,000,000 ريال"
9477,فيلا للبيع في حي ، شارع أحمد بن سعيد بن الهندي ، حي العارض ، الرياض ، الرياض,324 م²,"2,550,000 ريال"
9479,فيلا للبيع في شارع البندق ، حي الغدير ، الرياض ، الرياض,600 م²,"3,600,000 ريال"
9481,فيلا للبيع في شارع ابي الفضل النويري ، حي طويق ، الرياض ، الرياض,300 م²,"1,150,000 ريال"
9483,فيلا للبيع في شارع ابي محمد المحلي ، حي الروابي ، الرياض ، الرياض,300 م²,"2,200,000 ريال"
9485,فيلا للبيع في حي النرجس ، الرياض ، الرياض,312 م²,"3,100,000 ريال"
9487,فيلا للبيع في شارع محمد بن سعد بن حسين ، حي طويق ، الرياض ، الرياض,300 م²,"1,300,000 ريال"
9489,فيلا للبيع في حي المروج ، الرياض ، الرياض,815 م²,"3,500,000 ريال"
9491,فيلا للبيع في شارع الذهبي ، حي طويق ، الرياض ، الرياض,300 م²,"1,200,000 ريال"
9493,فيلا للبيع في شارع ابي الرضى الحربي ، حي ظهرة البديعة ، الرياض ، الرياض,525 م²,"1,150,000 ريال"
9495,فيلا للبيع في شارع ابي رفاعة العدوي ، حي مطار الملك خالد الدولي ، الرياض ، الرياض,300 م²,"1,300,000 ريال"
9497,فيلا للبيع في شارع ابو عبيده النابلسي ، حي عكاظ ، الرياض ، الرياض,310 م²,"960,000 ريال"
9499,فيلا للبيع في حي ، شارع خديجة بنت خويلد ، حي العريجاء الغربية ، الرياض ، الرياض,200 م²,"950,000 ريال"
9501,فيلا للبيع في شارع رقم 422 ، حي الملقا ، الرياض ، الرياض,510 م²,"5,000,000 ريال"
9503,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,270 م²,"1,500,000 ريال"
9505,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
9507,فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
9509,فيلا للبيع في شارع عبدالوهاب بن مجاهد ، حي طويق ، الرياض ، الرياض,200 م²,"880,000 ريال"
9511,فيلا للبيع في شارع هاشم الخطيب ، حي طويق ، الرياض ، الرياض,375 م²,"1,600,000 ريال"
9513,فيلا للبيع في حي ، شارع عبدالرحمن بن مهنا ، حي الملك فيصل ، الرياض ، الرياض,500 م²,"2,200,000 ريال"
9515,فيلا للبيع في شارع الميدان بن صخر ، حي الرمال ، الرياض ، الرياض,312 م²,"1,650,000 ريال"
9517,فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، حي طويق ، الرياض ، الرياض,250 م²,"1,270,000 ريال"
9519,فيلا للبيع في حي عكاظ ، الرياض ، الرياض,310 م²,"1,000,000 ريال"
9521,فيلا للبيع في حي ، شارع عبدالله المانع ، حي الملك فيصل ، الرياض ، الرياض,750 م²,"2,000,000 ريال"
9523,فيلا للبيع في شارع خليل بن شاهين ، حي طويق ، الرياض ، الرياض,200 م²,"1,000,000 ريال"
9525,فيلا للبيع في حي ، شارع ابراهيم الدمشقي ، حي ظهرة نمار ، الرياض ، الرياض,450 م²,"1,550,000 ريال"
9527,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,250,000 ريال"
9529,فيلا للبيع في حي بدر ، الرياض ، الرياض,250 م²,"880,000 ريال"
9531,فيلا للبيع في حي المعيزيلة ، الرياض ، الرياض,353 م²,"1,700,000 ريال"
9533,فيلا للبيع في شارع بعلبك ، حي عكاظ ، الرياض ، الرياض,398 م²,"750,000 ريال"
9535,فيلا للبيع في حي العارض ، الرياض ، الرياض,190 م²,"1,600,000 ريال"
9537,فيلا للبيع في شارع محمد بن مسلم العثيمين ، حي مطار الملك خالد الدولي ، الرياض ، الرياض,300 م²,"1,420,000 ريال"
9539,فيلا للبيع في شارع المفتي ، حي طويق ، الرياض ، الرياض,300 م²,"1,300,000 ريال"
9541,فيلا للبيع في حي الياسمين ، الرياض ، الرياض,375 م²,"4,000,000 ريال"
9543,فيلا للبيع في حي العارض ، الرياض ، الرياض,420 م²,"2,500,000 ريال"
9545,فيلا للبيع في شارع رقم 43 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,070,000 ريال"
9547,فيلا للبيع في شارع أبي رفاعة العدوي ، حي الرمال ، الرياض ، الرياض,250 م²,"1,150,000 ريال"
9549,فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
9551,فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
9553,فيلا للبيع في حي ، شارع صالح بن عمران ، حي المونسية ، الرياض ، الرياض,437 م²,"1,700,000 ريال"
9555,فيلا للبيع في شارع بعلبك ، حي عكاظ ، الرياض ، الرياض,350 م²,"1,130,000 ريال"
9557,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,270 م²,"1,450,000 ريال"
9559,فيلا للبيع في حي القادسية ، الرياض ، الرياض,390 م²,"1,750,000 ريال"
9561,فيلا للبيع في حي الرمال ، الرياض ، الرياض,312 م²,"1,800,000 ريال"
9563,فيلا للبيع في طريق الثمامة ، حي الرمال ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
9565,فيلا للبيع في حي طويق ، الرياض ، الرياض,250 م²,"1,150,000 ريال"
9567,فيلا للبيع في المملكة العربية السعودية,247 م²,"840,000 ريال"
9569,فيلا للبيع في حي الملقا ، الرياض ، الرياض,405 م²,"5,150,000 ريال"
9571,فيلا للبيع في محطة كهرباء حي قرطبة ، شارع جبل العوينات ، حي قرطبة ، الرياض ، الرياض,780 م²,"3,800,000 ريال"
9573,فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، حي طويق ، الرياض ، الرياض,400 م²,"900,000 ريال"
9575,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,315 م²,"1,350,000 ريال"
9577,فيلا للبيع في حي المهدية ، الرياض ، الرياض,300 م²,"1,650,000 ريال"
9579,فيلا للبيع في حي النرجس، ، الرياض ، الرياض,750 م²,"9,000,000 ريال"
9581,فيلا للبيع في شارع الاحنف بن قيس ، حي الحزم ، الرياض ، الرياض,300 م²,"1,100,000 ريال"
9583,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,550,000 ريال"
9585,فيلا للبيع في حي الحزم ، الرياض ، الرياض,317 م²,"1,300,000 ريال"
9587,فيلا للبيع في حي بدر ، الرياض ، الرياض,300 م²,"1,100,000 ريال"
9589,فيلا للبيع في شارع محسن بن علي المساوي ، حي النظيم ، الرياض ، الرياض,375 م²,"1,000,000 ريال"
9591,فيلا للبيع في حي ، شارع وادي الجريدة ، حي الدار البيضاء ، الرياض ، الرياض,420 م²,"1,350,000 ريال"
9593,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
